,Ano,ROI,Preço Inicial
1,2016,752.2325135196369,0.9463133430749894
2,2017,9523.069309557592,8.064789989459687
3,2018,-83.06119617852687,776.080330355968
4,2019,-1.728557286285165,131.45872465603802
5,2020,471.7451854384395,129.18638529253852
